num_images_per_question,num_correct_edges,num_edges,num_1,num_1_correct,num_0,num_0_correct
4,38,90,25,21,65,21
4,53,90,30,9,60,47
4,48,90,29,8,61,40
4,59,90,30,12,60,47
4,59,90,33,15,57,45
4,47,90,35,10,55,36
4,66,90,30,16,60,46
4,46,90,30,16,60,30
4,37,90,26,9,64,29
4,57,90,36,12,54,44
4,54,90,30,3,60,50
4,61,90,28,3,62,57
4,71,90,20,2,70,69
4,68,90,32,24,58,45
4,56,90,39,7,51,49
4,58,90,32,21,58,37
4,50,90,24,7,66,45
4,53,90,29,6,61,51
4,73,90,38,25,52,45
4,60,90,30,17,60,42
4,82,90,25,17,65,64
4,43,90,37,33,53,11
4,68,90,32,21,58,48
4,55,90,34,4,56,51
4,53,90,32,11,58,43
4,56,90,31,14,59,44
4,51,90,39,7,51,47
4,40,90,34,23,56,20
4,61,90,35,13,55,44
4,61,90,35,10,55,48
4,64,90,26,4,64,59
4,63,90,30,4,60,58
4,53,90,30,11,60,44
4,50,90,32,13,58,39
4,55,90,27,7,63,47
4,49,90,31,4,59,46
4,60,90,21,6,69,55
4,52,90,27,15,63,42
4,44,90,36,8,54,41
4,46,90,29,14,61,33
4,60,90,29,1,61,56
4,49,90,31,19,59,28
4,63,90,34,19,56,44
4,52,90,28,4,62,49
4,63,90,38,17,52,46
4,67,90,28,12,62,53
4,64,90,29,3,61,57
4,63,90,37,12,53,51
4,57,90,39,24,51,33
4,54,90,30,6,60,45
4,54,90,30,7,60,46
4,58,90,25,4,65,52
4,31,90,24,19,66,16
4,72,90,27,17,63,54
4,50,90,32,7,58,43
4,41,90,35,12,55,31
4,48,90,33,6,57,43
4,51,90,31,9,59,42
4,62,90,29,6,61,55
4,67,90,34,18,56,49
4,43,90,29,13,61,32
4,46,90,36,9,54,38
4,65,90,30,8,60,57
4,65,90,28,6,62,59
4,60,90,31,4,59,56
4,67,90,28,15,62,49
4,51,90,36,12,54,43
4,59,90,25,16,65,44
4,38,90,27,20,63,25
4,52,90,23,7,67,46
4,39,90,50,3,40,37
4,57,90,32,10,58,47
4,44,90,31,16,59,31
4,33,90,33,30,57,3
4,70,90,36,23,54,44
4,24,90,24,22,66,9
4,66,90,24,5,66,60
4,60,90,32,8,58,52
